	template	CP2021	ISCO	unique-ID	ident_term	number	gender	gen_spec	templ_ID
127	l* prefett*, vice prefett* e alt* dirigent* della carriera prefettizia fanno	1.1.2.2.1	111	651_7-sp-n-*-it	l* prefett*, vice prefett* e alt* dirigent* della carriera prefettizia	singular, plural	neutral	*	to do-indicative-present-affirmative
128	il prefetto, vice prefetto e alto dirigente della carriera prefettizia aspira a	1.1.2.2.1	111	651_7-s-m-b-it	il prefetto, vice prefetto e alto dirigente della carriera prefettizia	singular	male	binary	to aspire to-indicative-present-affirmative
129	il prefetto, vice prefetto e alto dirigente della carriera prefettizia è	1.1.2.2.1	111	651_7-s-m-b-it	il prefetto, vice prefetto e alto dirigente della carriera prefettizia	singular	male	binary	to be-indicative-present-affirmative
130	il prefetto, vice prefetto e alto dirigente della carriera prefettizia è considerato	1.1.2.2.1	111	651_7-s-m-b-it	il prefetto, vice prefetto e alto dirigente della carriera prefettizia	singular	male	binary	to be considered-indicative-present-affirmative
131	il prefetto, vice prefetto e alto dirigente della carriera prefettizia fa	1.1.2.2.1	111	651_7-s-m-b-it	il prefetto, vice prefetto e alto dirigente della carriera prefettizia	singular	male	binary	to do-indicative-present-affirmative
132	la prefetta, vice prefetta e alta dirigente della carriera prefettizia aspira a	1.1.2.2.1	111	651_7-s-f-b-it	la prefetta, vice prefetta e alta dirigente della carriera prefettizia	singular	female	binary	to aspire to-indicative-present-affirmative
133	la prefetta, vice prefetta e alta dirigente della carriera prefettizia è	1.1.2.2.1	111	651_7-s-f-b-it	la prefetta, vice prefetta e alta dirigente della carriera prefettizia	singular	female	binary	to be-indicative-present-affirmative
134	la prefetta, vice prefetta e alta dirigente della carriera prefettizia è considerata	1.1.2.2.1	111	651_7-s-f-b-it	la prefetta, vice prefetta e alta dirigente della carriera prefettizia	singular	female	binary	to be considered-indicative-present-affirmative
135	la prefetta, vice prefetta e alta dirigente della carriera prefettizia fa	1.1.2.2.1	111	651_7-s-f-b-it	la prefetta, vice prefetta e alta dirigente della carriera prefettizia	singular	female	binary	to do-indicative-present-affirmative
136	i prefetti, vice prefetti e alti dirigenti della carriera prefettizia aspirano a	1.1.2.2.1	111	651_7-p-m-b-it	i prefetti, vice prefetti e alti dirigenti della carriera prefettizia	plural	male	binary	to aspire to-indicative-present-affirmative
137	i prefetti, vice prefetti e alti dirigenti della carriera prefettizia sono	1.1.2.2.1	111	651_7-p-m-b-it	i prefetti, vice prefetti e alti dirigenti della carriera prefettizia	plural	male	binary	to be-indicative-present-affirmative
138	i prefetti, vice prefetti e alti dirigenti della carriera prefettizia sono considerati	1.1.2.2.1	111	651_7-p-m-b-it	i prefetti, vice prefetti e alti dirigenti della carriera prefettizia	plural	male	binary	to be considered-indicative-present-affirmative
139	i prefetti, vice prefetti e alti dirigenti della carriera prefettizia fanno	1.1.2.2.1	111	651_7-p-m-b-it	i prefetti, vice prefetti e alti dirigenti della carriera prefettizia	plural	male	binary	to do-indicative-present-affirmative
140	le prefette, vice prefette e alte dirigenti della carriera prefettizia aspirano a	1.1.2.2.1	111	651_7-p-f-b-it	le prefette, vice prefette e alte dirigenti della carriera prefettizia	plural	female	binary	to aspire to-indicative-present-affirmative
141	le prefette, vice prefette e alte dirigenti della carriera prefettizia sono	1.1.2.2.1	111	651_7-p-f-b-it	le prefette, vice prefette e alte dirigenti della carriera prefettizia	plural	female	binary	to be-indicative-present-affirmative
142	le prefette, vice prefette e alte dirigenti della carriera prefettizia sono considerate	1.1.2.2.1	111	651_7-p-f-b-it	le prefette, vice prefette e alte dirigenti della carriera prefettizia	plural	female	binary	to be considered-indicative-present-affirmative
143	le prefette, vice prefette e alte dirigenti della carriera prefettizia fanno	1.1.2.2.1	111	651_7-p-f-b-it	le prefette, vice prefette e alte dirigenti della carriera prefettizia	plural	female	binary	to do-indicative-present-affirmative
144	l* responsabile della sicurezza pubblica aspira a	1.1.2.2.2	111	651_8-s-n-*-it	l* responsabile della sicurezza pubblica	singular	neutral	*	to aspire to-indicative-present-affirmative
145	l* responsabile della sicurezza pubblica è	1.1.2.2.2	111	651_8-s-n-*-it	l* responsabile della sicurezza pubblica	singular	neutral	*	to be-indicative-present-affirmative
146	l* responsabile della sicurezza pubblica è considerat*	1.1.2.2.2	111	651_8-s-n-*-it	l* responsabile della sicurezza pubblica	singular	neutral	*	to be considered-indicative-present-affirmative
147	l* responsabile della sicurezza pubblica fa	1.1.2.2.2	111	651_8-s-n-*-it	l* responsabile della sicurezza pubblica	singular	neutral	*	to do-indicative-present-affirmative
148	il responsabile della sicurezza pubblica aspira a	1.1.2.2.2	111	651_8-s-m-b-it	il responsabile della sicurezza pubblica	singular	male	binary	to aspire to-indicative-present-affirmative
149	il responsabile della sicurezza pubblica è	1.1.2.2.2	111	651_8-s-m-b-it	il responsabile della sicurezza pubblica	singular	male	binary	to be-indicative-present-affirmative
150	il responsabile della sicurezza pubblica è considerato	1.1.2.2.2	111	651_8-s-m-b-it	il responsabile della sicurezza pubblica	singular	male	binary	to be considered-indicative-present-affirmative
151	il responsabile della sicurezza pubblica fa	1.1.2.2.2	111	651_8-s-m-b-it	il responsabile della sicurezza pubblica	singular	male	binary	to do-indicative-present-affirmative
152	la responsabile della sicurezza pubblica aspira a	1.1.2.2.2	111	651_8-s-f-b-it	la responsabile della sicurezza pubblica	singular	female	binary	to aspire to-indicative-present-affirmative
153	la responsabile della sicurezza pubblica è	1.1.2.2.2	111	651_8-s-f-b-it	la responsabile della sicurezza pubblica	singular	female	binary	to be-indicative-present-affirmative
154	la responsabile della sicurezza pubblica è considerata	1.1.2.2.2	111	651_8-s-f-b-it	la responsabile della sicurezza pubblica	singular	female	binary	to be considered-indicative-present-affirmative
155	la responsabile della sicurezza pubblica fa	1.1.2.2.2	111	651_8-s-f-b-it	la responsabile della sicurezza pubblica	singular	female	binary	to do-indicative-present-affirmative
156	l* responsabili della sicurezza pubblica aspirano a	1.1.2.2.2	111	651_8-p-n-*-it	l* responsabili della sicurezza pubblica	plural	neutral	*	to aspire to-indicative-present-affirmative
157	l* responsabili della sicurezza pubblica sono	1.1.2.2.2	111	651_8-p-n-*-it	l* responsabili della sicurezza pubblica	plural	neutral	*	to be-indicative-present-affirmative
158	l* responsabili della sicurezza pubblica sono considerat*	1.1.2.2.2	111	651_8-p-n-*-it	l* responsabili della sicurezza pubblica	plural	neutral	*	to be considered-indicative-present-affirmative
159	l* responsabili della sicurezza pubblica fanno	1.1.2.2.2	111	651_8-p-n-*-it	l* responsabili della sicurezza pubblica	plural	neutral	*	to do-indicative-present-affirmative
160	i responsabili della sicurezza pubblica aspirano a	1.1.2.2.2	111	651_8-p-m-b-it	i responsabili della sicurezza pubblica	plural	male	binary	to aspire to-indicative-present-affirmative
161	i responsabili della sicurezza pubblica sono	1.1.2.2.2	111	651_8-p-m-b-it	i responsabili della sicurezza pubblica	plural	male	binary	to be-indicative-present-affirmative
162	i responsabili della sicurezza pubblica sono considerati	1.1.2.2.2	111	651_8-p-m-b-it	i responsabili della sicurezza pubblica	plural	male	binary	to be considered-indicative-present-affirmative
163	i responsabili della sicurezza pubblica fanno	1.1.2.2.2	111	651_8-p-m-b-it	i responsabili della sicurezza pubblica	plural	male	binary	to do-indicative-present-affirmative
164	le responsabili della sicurezza pubblica aspirano a	1.1.2.2.2	111	651_8-p-f-b-it	le responsabili della sicurezza pubblica	plural	female	binary	to aspire to-indicative-present-affirmative
165	le responsabili della sicurezza pubblica sono	1.1.2.2.2	111	651_8-p-f-b-it	le responsabili della sicurezza pubblica	plural	female	binary	to be-indicative-present-affirmative
166	le responsabili della sicurezza pubblica sono considerate	1.1.2.2.2	111	651_8-p-f-b-it	le responsabili della sicurezza pubblica	plural	female	binary	to be considered-indicative-present-affirmative
167	le responsabili della sicurezza pubblica fanno	1.1.2.2.2	111	651_8-p-f-b-it	le responsabili della sicurezza pubblica	plural	female	binary	to do-indicative-present-affirmative
168	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento aspira a	1.1.3.1.0	111	651_9-sp-n-*-it	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento	singular, plural	neutral	*	to aspire to-indicative-present-affirmative
169	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento aspirano a	1.1.3.1.0	111	651_9-sp-n-*-it	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento	singular, plural	neutral	*	to aspire to-indicative-present-affirmative
170	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento è	1.1.3.1.0	111	651_9-sp-n-*-it	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento	singular, plural	neutral	*	to be-indicative-present-affirmative
171	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento sono	1.1.3.1.0	111	651_9-sp-n-*-it	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento	singular, plural	neutral	*	to be-indicative-present-affirmative
172	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento è considerat*	1.1.3.1.0	111	651_9-sp-n-*-it	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento	singular, plural	neutral	*	to be considered-indicative-present-affirmative
173	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento sono considerat*	1.1.3.1.0	111	651_9-sp-n-*-it	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento	singular, plural	neutral	*	to be considered-indicative-present-affirmative
174	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento fa	1.1.3.1.0	111	651_9-sp-n-*-it	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento	singular, plural	neutral	*	to do-indicative-present-affirmative
175	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento fanno	1.1.3.1.0	111	651_9-sp-n-*-it	l* magistrat* con funzioni direttive superiori, di indirizzo e di coordinamento	singular, plural	neutral	*	to do-indicative-present-affirmative
176	il magistrato con funzioni direttive superiori, di indirizzo e di coordinamento aspira a	1.1.3.1.0	111	651_9-s-m-b-it	il magistrato con funzioni direttive superiori, di indirizzo e di coordinamento	singular	male	binary	to aspire to-indicative-present-affirmative
177	il magistrato con funzioni direttive superiori, di indirizzo e di coordinamento è	1.1.3.1.0	111	651_9-s-m-b-it	il magistrato con funzioni direttive superiori, di indirizzo e di coordinamento	singular	male	binary	to be-indicative-present-affirmative
178	il magistrato con funzioni direttive superiori, di indirizzo e di coordinamento è considerato	1.1.3.1.0	111	651_9-s-m-b-it	il magistrato con funzioni direttive superiori, di indirizzo e di coordinamento	singular	male	binary	to be considered-indicative-present-affirmative
179	il magistrato con funzioni direttive superiori, di indirizzo e di coordinamento fa	1.1.3.1.0	111	651_9-s-m-b-it	il magistrato con funzioni direttive superiori, di indirizzo e di coordinamento	singular	male	binary	to do-indicative-present-affirmative
180	la magistrata con funzioni direttive superiori, di indirizzo e di coordinamento aspira a	1.1.3.1.0	111	651_9-s-f-b-it	la magistrata con funzioni direttive superiori, di indirizzo e di coordinamento	singular	female	binary	to aspire to-indicative-present-affirmative
181	la magistrata con funzioni direttive superiori, di indirizzo e di coordinamento è	1.1.3.1.0	111	651_9-s-f-b-it	la magistrata con funzioni direttive superiori, di indirizzo e di coordinamento	singular	female	binary	to be-indicative-present-affirmative
182	la magistrata con funzioni direttive superiori, di indirizzo e di coordinamento è considerata	1.1.3.1.0	111	651_9-s-f-b-it	la magistrata con funzioni direttive superiori, di indirizzo e di coordinamento	singular	female	binary	to be considered-indicative-present-affirmative
183	la magistrata con funzioni direttive superiori, di indirizzo e di coordinamento fa	1.1.3.1.0	111	651_9-s-f-b-it	la magistrata con funzioni direttive superiori, di indirizzo e di coordinamento	singular	female	binary	to do-indicative-present-affirmative
184	i magistrati con funzioni direttive superiori, di indirizzo e di coordinamento aspirano a	1.1.3.1.0	111	651_9-p-m-b-it	i magistrati con funzioni direttive superiori, di indirizzo e di coordinamento	plural	male	binary	to aspire to-indicative-present-affirmative
185	i magistrati con funzioni direttive superiori, di indirizzo e di coordinamento sono	1.1.3.1.0	111	651_9-p-m-b-it	i magistrati con funzioni direttive superiori, di indirizzo e di coordinamento	plural	male	binary	to be-indicative-present-affirmative
186	i magistrati con funzioni direttive superiori, di indirizzo e di coordinamento sono considerati	1.1.3.1.0	111	651_9-p-m-b-it	i magistrati con funzioni direttive superiori, di indirizzo e di coordinamento	plural	male	binary	to be considered-indicative-present-affirmative
